id,title,brand,custom_label_0,custom_label_1,sale_price
60347,Enfeite acrílico - Pandas - 20 unidades - Sortido - 36753,Roma Aviamentos,,,20.76 BRL
87955,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
72762,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
74305,Fita Cetim com Lurex - Sanding - 38mm x 10m,Sanding,,,29.31 BRL
74312,Fita Cetim com Lurex - Sanding - 38mm x 10m,Sanding,,,29.31 BRL
75449,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
73622,Pérola com glitter furta cor - Com furo - dourado 500 gramas,Roma Aviamentos,,,97.71 BRL
110933,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
72767,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
87945,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
110947,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
71900,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
73956,miçanga coração - com furo - pacote com 100 unidades,Roma Aviamentos,,,84.44 BRL
72391,Botão flor - 9110/24 - 15mm - 50 unidades - Colorido,Roma Aviamentos,,,6.45 BRL
73502,Presilha Jacaré - Dourado - pacote com 100 unidades,Roma Aviamentos,,,73.72 BRL
71907,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
87952,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
42250,"São José Cordão São Francisco - 3,5mm x 20m - 001/06 - PINK 20",São José,,,22.40 BRL
59391,Botão 4 furos 9186 c/50 unidades - Vinho - 128,Roma Aviamentos,,,7.54 BRL
71914,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
72777,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
42243,"São José Cordão São Francisco - 3,5mm x 20m - 001/06 - FERRUGEM 105",São José,,,22.40 BRL
100646,"São José Cordão São Francisco - 3,5mm x 20m - 001/06 - 1148-OURO",São José,,,30.05 BRL
110939,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
75442,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
75460,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
75441,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
110946,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
71899,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
71162,Aplique resina - 100 unidades - Orelhinhas - Branco,Roma Aviamentos,,,140.34 BRL
71901,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
87942,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
72770,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
71908,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
110907,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
110914,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
72775,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
75459,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
75454,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
110923,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
75456,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
55883,Pérola com furo - c/100 gramas - Lilás,Roma Aviamentos,,,14.12 BRL
110932,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
42245,"São José Cordão São Francisco - 3,5mm x 20m - 001/06 - LARANJA 06",São José,,,22.40 BRL
75453,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
109116,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
71883,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
55884,Pérola com furo - c/100 gramas - Lilás - 4mm,Roma Aviamentos,,,14.12 BRL
71892,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
110898,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
110899,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
71898,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
110894,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
71903,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
110915,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
93667,FermoPlast Regulador de metal - Para sutiã - 1000 unidades - Dourado - E302 - 8mm,FermoPlast,,,33.87 BRL
71875,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
71882,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
110897,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
110904,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
110910,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
72997,Bojo promocional diversos - 039748,Roma Aviamentos,,,1.09 BRL
110928,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
72346,Flap Extensor para sutiã - 2 ganchos - 40mm - Chocolate - EXT040 - 039815,Flap,,,30.05 BRL
110945,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
74318,Fita Cetim com Lurex - Sanding - 38mm x 10m,Sanding,,,29.31 BRL
71888,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
71905,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
71158,Aplique resina - 100 unidades - Orelhinhas - Vermelho,Roma Aviamentos,,,140.34 BRL
75439,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
70929,Aplique - 100 unidades - Orelhinhas - Preto /Vermelho,Roma Aviamentos,,,81.51 BRL
72311,Botão 4 furos brilhoso - Corozita - 8200/22 - 144 unidades,Corozita,,TOPO_BUSCA,25.13 BRL
94228,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
64985,Aplique transparente - 100 unidades - Flor - Amarelo canário - 023719,Roma Aviamentos,,,90.60 BRL
74603,Bastidor de Bambu Sem Tarracha,Roma Aviamentos,,,18.24 BRL
73712,Pérola furta cor - com furo - c/100 gramas - 10mm,Roma Aviamentos,,,16.62 BRL
71869,Refil giz em pó - Cores - 5 unidades,Roma Aviamentos,,,13.98 BRL
59369,Botão 4 furos 9186 c/50 unidades - Verde escuro 37 - 32 = 21mm,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
73709,Pérola furta cor - com furo - c/100 gramas - 10mm,Roma Aviamentos,,,16.62 BRL
71574,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
72905,Fita gorgurão com faixa refletiva - 50mm x 10m,Roma Aviamentos,,,22.99 BRL
74184,Enfeite flor - com furo Pacote 100 gramas,Roma Aviamentos,,,21.32 BRL
74608,Bastidor de Bambu Sem Tarracha,Roma Aviamentos,,,16.53 BRL
75438,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
109153,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
71543,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
116556,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.77 BRL
73708,Pérola furta cor - com furo - c/100 gramas - 10mm,Roma Aviamentos,,,16.62 BRL
73763,"Chaveiro - Chave em acrílico - 5,7cm x 2,9cm - 100 unidades",Roma Aviamentos,,,188.10 BRL
72904,Fita gorgurão com faixa refletiva - 50mm x 10m,Roma Aviamentos,,,22.99 BRL
55634,Tiara lisa - 20 unidades - Cores - Azul,Roma Aviamentos,,,17.68 BRL
74181,Enfeite flor - com furo Pacote 100 gramas,Roma Aviamentos,,,21.32 BRL
72150,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.11 BRL
74063,Aplique de Resina - Coração - pacote com 20 unidades,Roma Aviamentos,,,25.19 BRL
71884,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
74047,Prendedor de Chupeta - 20 unidades - Marinho - 052341,Roma Aviamentos,,,34.00 BRL
71891,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
71553,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
72766,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
71909,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
110913,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
72884,Ponteira Quadrada - 5026 - pacote com 50 unidades - 10mm,Roma Aviamentos,,,11.48 BRL
72877,Ponteira Quadrada - 5026 - pacote com 50 unidades - 10mm,Roma Aviamentos,,,6.56 BRL
110937,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
71897,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
116563,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.77 BRL
71910,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
75969,Ritas Regulador para sutiã - 12mm - 1000 unidades - 522,Ritas,,,24.04 BRL
71912,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
109158,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
108964,Fita Grelot Pompom - 10mm x 18m,Roma Aviamentos,,,23.51 BRL
73498,Presilha Jacaré - Níquel - pacote com 100 unidades,Roma Aviamentos,,,68.40 BRL
73869,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Pink 30,Roma Aviamentos,,,66.88 BRL
74183,Enfeite flor - com furo Pacote 100 gramas,Roma Aviamentos,,,21.32 BRL
73645,Pérola furta cor Com furo - 500 gramas - Preto,Roma Aviamentos,,,55.07 BRL
71568,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
55919,Meia pérola - Lilás - Sem furo - pacote 100 gramas - 10mm,Roma Aviamentos,,,13.59 BRL
110917,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
75967,Ritas Regulador para sutiã - 12mm - 1000 unidades - 522,Ritas,,,24.04 BRL
72779,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
72157,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.77 BRL
73872,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Pink 30,Roma Aviamentos,,,66.88 BRL
75970,Ritas Regulador para sutiã - 12mm - 1000 unidades - 522,Ritas,,,38.79 BRL
71877,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
78050,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
73870,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Pink 30,Roma Aviamentos,,,88.83 BRL
71911,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
73207,Presilha Redonda - 20 unidades - Dourada,Roma Aviamentos,,,15.01 BRL
72455,Botão flor - 9110/40 - 26mm - 50 unidades - Colorido,Roma Aviamentos,,,19.12 BRL
111064,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
116540,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.77 BRL
59368,Botão 4 furos 9186 c/50 unidades - Verde escuro 37 - 40 = 25mm,Roma Aviamentos,,TOPO_BUSCA,14.20 BRL
72086,Botão de pressão - Ritas - 10mm - 200 unidades,Ritas,,TOPO_BUSCA,24.15 BRL
74081,Coats Linha esterlina N°5 - 230m - 7540,Coats,,,24.59 BRL
116602,Fio Mollet Círculo 80m 40g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,5.90 BRL
72161,Fio Mollet Círculo 80m 40g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,5.90 BRL
72882,Ponteira Quadrada - 5026 - pacote com 50 unidades - 10mm,Roma Aviamentos,,,6.56 BRL
116547,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.77 BRL
72121,Botão de pressão - Ritas - 10mm - 200 unidades,Ritas,,TOPO_BUSCA,24.15 BRL
108832,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
74754,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72773,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
116565,Fio Mollet Círculo 200m 100g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,13.77 BRL
87949,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
72769,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
108829,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72776,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
74757,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
70986,Tubo de strass - c/ 10y x 8mm,Roma Aviamentos,,,58.52 BRL
108828,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
116610,Fio Mollet Círculo 80m 40g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,5.90 BRL
116642,Fio Mollet Círculo 80m 40g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,5.90 BRL
74753,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
73943,miçanga Coração - com furo - pacote com 20 unidades - Transparente / Vermelho,Roma Aviamentos,,,20.06 BRL
74774,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72172,Fio Mollet Círculo 80m 40g 500 Tex 100% Acrílico,Círculo,,TOPO_BUSCA,5.90 BRL
73882,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Rose 25,Roma Aviamentos,,,88.83 BRL
74769,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
74766,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
87943,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
73884,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Rose 25,Roma Aviamentos,,,83.60 BRL
74751,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
74359,miçanga Estrela Fosca- com furo Pacote 100 gramas,Roma Aviamentos,,,25.08 BRL
74776,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72786,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
87953,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
87186,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
111089,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
74746,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72789,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
74760,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
74777,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
74070,Coats Linha esterlina N°5 - 230m - 7540,Coats,,,24.59 BRL
71532,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
111085,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
73713,Pérola furta cor - com furo - c/100 gramas - 10mm,Roma Aviamentos,,,16.62 BRL
74765,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72790,Viés de Algodão - Destaque - 35mm x 20m,Roma Aviamentos,,TOPO_BUSCA,10.82 BRL
74772,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
71545,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
74756,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
73837,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Amarelo BB 05,Roma Aviamentos,,,63.54 BRL
74748,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72731,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
72746,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
101847,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,28.74 BRL
71579,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
109152,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
74747,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
74743,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
72735,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
72738,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
75123,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
75120,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
72755,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
72744,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
75115,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
75129,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
76209,Galão com pedrarias - 1 cm x 15y,Roma Aviamentos,,,68.40 BRL
72990,Botão infantil batata - pacote com 25 unidades - 003148,Roma Aviamentos,,,8.20 BRL
74658,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
72736,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
74672,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
72743,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
74648,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
72750,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
87176,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
74675,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
74645,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
74656,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
74667,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
74363,miçanga Estrela Fosca- com furo Pacote 100 gramas,Roma Aviamentos,,,25.08 BRL
87174,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
74674,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
87189,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
74361,miçanga Estrela Fosca- com furo Pacote 100 gramas,Roma Aviamentos,,,25.08 BRL
72740,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
87180,Viés de Algodão - Destaque - 12mm/24mm x 50m,Roma Aviamentos,,TOPO_BUSCA,16.82 BRL
74661,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
74662,Fita Gorgurão Pespontada - 10mm x 10mt,Roma Aviamentos,,,8.36 BRL
71102,Lonita brilho - 24 x 40cm,Lonita - Roma Aviamentos,,,13.48 BRL
72414,Botão flor - 9110/28 - 18mm - 50 unidades - Colorido,Roma Aviamentos,,,7.54 BRL
73365,São José Cordão São Francisco - 6mm x 10m - 002/15,São José,,,39.88 BRL
72614,Laço & Cia Lacinho de cetim largo - Laço &amp; Cia - 3002 - 50 unidades,Laço & Cia,,TOPO_BUSCA,6.12 BRL
110903,"Zíper Invisível 30cm 10 Unidades Zíper Fino para Vestidos, Saias, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,5.96 BRL
75237,Lonita brilho - 24 x 40cm - Corações,Lonita - Roma Aviamentos,,,7.84 BRL
71893,Botão de pressão de coração - Ritas - 10mm - 50 unidades,Ritas,,,8.20 BRL
73765,"Chaveiro - Chave em acrílico - 5,7cm x 2,9cm - 100 unidades",Roma Aviamentos,,,188.10 BRL
74535,Fita Gorgurão Borda Dourada - Sanding N°9 - 38mm x 10m,Sanding,,,19.99 BRL
73635,Pérola inteira acrílica - com furo - 100 gramas - rosa e azul,Roma Aviamentos,,,27.36 BRL
73846,Miçangas Emborrachada Para Artesanato - com furo - Pacote 500 gramas - Bege 20,Roma Aviamentos,,,71.06 BRL
73414,São José Cordão São Francisco - 7mm x 10m - 003/20,São José,,,35.62 BRL
73416,São José Cordão São Francisco - 7mm x 10m - 003/20,São José,,,35.62 BRL
55810,Fita gorgurão vazada - 38mm x 10m - Preto - 044,Roma Aviamentos,,,15.68 BRL
74606,Bastidor de Bambu Sem Tarracha,Roma Aviamentos,,,17.67 BRL
73616,Pérola com glitter acrilica - com furo - 500 gramas - rosa BB,Roma Aviamentos,,,92.38 BRL
74186,Enfeite flor - com furo Pacote 100 gramas,Roma Aviamentos,,,21.32 BRL
56989,Aplique transparente - 20 unidades - Flor - Branco - 030830,Roma Aviamentos,,,27.31 BRL
75117,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
73716,Presilha jacaré - bico de pato coração duplo - níquel - pacote com 100 unidades,Roma Aviamentos,,,58.62 BRL
75128,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
101843,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,28.74 BRL
101845,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,28.74 BRL
108831,Fio de Seda Rabo de Rato - 2mm x 91m,Roma Aviamentos,,,17.77 BRL
71744,Aplique transparente - 20 unidades - Nuvem - Pink - 048892,Roma Aviamentos,,,24.23 BRL
75137,Passamanaria São José 7060/P - 13mm x 10mt,São José,,TOPO_BUSCA,15.95 BRL
72386,Botão flor - 9110/24 - 15mm - 50 unidades - Colorido,Roma Aviamentos,,,6.45 BRL
38176,Pino Trava Anel Transparente 175mm 5.000 Unidades,Roma Aviamentos,,,32.40 BRL
72314,Botão 4 furos brilhoso - Corozita - 8200/22 - 144 unidades,Corozita,,TOPO_BUSCA,25.13 BRL
72463,Botão 4 furos brilhoso - Corozita - 8200/22 - 144 unidades,Corozita,,TOPO_BUSCA,25.13 BRL
75437,Fita organza - Sanding - 22mm x 10m,Sanding,,,6.79 BRL
71582,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
76207,Galão com pedrarias - 1 cm x 15y,Roma Aviamentos,,,68.40 BRL
111074,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
71521,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
111079,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
111059,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
71589,Fita gorgurão - Sanding N°5 - 22mm x 10m,Sanding,,,9.61 BRL
111058,"Zíper Invisível 60cm 10 Unidades Zíper Fino para Vestidos, Almofadas e Costura",Roma Aviamentos,,TOPO_BUSCA,8.36 BRL
